Jurij Jurijus | w_freq: 1 - 2 | wiki_freq: 607 - 1 | sentence_idx: 1040 | align_1: 1-1 | align_2: 2-6 | entity: Jurij Veklenko - none |    Lithuania Jurij Veklenko " Run with the Lions " English 11 93 ||| 立陶宛 Jurijus （ 英语 ： Jurijus Veklenko ） " Run with the Lions （ 英语 ： Run with the Lions ） " 英语 11 93 
Dogecoin Dogecoin | w_freq: 4 - 4 | wiki_freq: 151 - 5 | sentence_idx: 702828 | align_1: 12-12 | align_2: 13-16 | entity: Dogecoin - none |    It is considered to be a critical turn as it again brought Dogecoin in front of the investors and traders . ||| 它 被 认为 是 一个 关键 转折 ， 因为 它 再次 将 Dogecoin （ 狗狗币 ） 带到 了 投资者 和 交易者 面前 。 

Yalan 郑进一 | w_freq: 1 - 1 | wiki_freq: 115 - 132 | sentence_idx: 706722 | align_1: 1-1 | align_2: 2-8 | entity: Di Yalan - 郑进一 |    Di Yalan said with a frown on her face , “ This is too strange . ||| 」 郑进一 也 对此 事 否认 ， 更 说 ： 「 这 都 是 她 （ 指 杨绣惠 ） 耍 三八 ， 胡说八道 。 

Tittel 首页 | w_freq: 1 - 678 | wiki_freq: 79 - 770 | sentence_idx: 712596 | align_1: 0-0 | align_2: 1-8 | entity: Tittel - none |    Tittel I 'm Your Man : The Life of Leonard Cohen ||| 首页 〉外 文书 〉 艺术 〉 音乐 〉 I'm Your Man : The Life of Leonard Cohen 

Dornbusch Dornbusch | w_freq: 4 - 2 | wiki_freq: 197 - 1 | sentence_idx: 713342 | align_1: 17-19 | align_2: 18-27 | entity: Rudi Dornbusch - none |    But maybe this is another example of Dornbusch ’s Law , named after my old teacher Rudi Dornbusch : The crisis takes a much longer time coming than you think , and then it happens much faster than you would have thought . ||| 但 也许 这是 “ 多恩布什 定律 ” 的 又 一 例 ， 这个 以 我 昔日 恩师鲁迪・多恩布什 ( Rudi Dornbusch ) 的 名字 命名 的 定律 说 ， 危机 到来 所 需要 的 时间 比 你 预想 要久 的 多 ， 然而 发生 时 又 比 你 预想 要 快 的 多 。 

HeForShe HeForShe | w_freq: 6 - 5 | wiki_freq: 92 - 6 | sentence_idx: 715897 | align_1: 2-1 | align_2: 3-7 | entity: HeForShe - none |    With the HeForShe movement we would like to be able to say well here ’s the difference that it makes , if the world says it ’s going to take us 270 years to achieve equality , I would like to at least prove to you with the right kind of leadership and commitment by engaging men who hold mostly all the power , this can make the biggest progress . ||| 通过 HeForShe （ 他 为 她 ） 运动 ， 我们 可以 说 ， 其 影响 就 在于 ， 如果 世界 说 我们 要 花 270年 才能 实现 平等 ， 我 至少 可以 向 你 证明 ， 只要 有 合适 的 领导力 和 承诺 ， 让 那些 几乎 拥有 所有 权力 的 男性 参与 进来 ， 我们 就 能 取得 最 大 的 进展 。 

Romanek Romanek | w_freq: 2 - 2 | wiki_freq: 319 - 2 | sentence_idx: 718350 | align_1: 3-9 | align_2: 4-17 | entity: Mark Romanek - none |    For director Mark Romanek ( “ One Hour Photo , ” “ Never Let Me Go ” ) , virtual reality has long been a fixation . ||| 比 后台 还 好 　 对 导演 马克·罗曼尼克 【 Mark Romanek ， 代表作 《 一 小时 快相 》 ( One Hour Photo ) 、 《 别 让 我 走 》 ( Never Let Me Go ) 】 来说 ， 虚拟 现实 是 一个 长期以来 的 执念 。 

Eads 詹姆斯·布坎南 | w_freq: 4 - 2 | wiki_freq: 776 - 64 | sentence_idx: 719206 | align_1: 4-1 | align_2: 5-8 | entity: James Buchanan Eads - 詹姆斯·布坎南 |    Just like James Buchanan Eads took a vision and turned it into something truly spectacular — now we must do the same as we carry the spirit of the Eads Bridge , the spirit of Washington University , and the spirit of St. Louis forward . ||| 正如 詹姆斯·布坎南 一样 ， 欧洲 宇航 防务 集团 有 远见 卓识 ， 并 把 它 变成 了 真正 的 奇观 —— 现在 我们 必须 做 同样 的 事情 ， 因为 我们 要 发扬 欧洲 宇航 防务 集团桥 的 精神 、 华盛顿 大学 的 精神 和 圣路易斯 前进 的 精神 。 

Shelfie SHELFIE | w_freq: 2 - 2 | wiki_freq: 4 - 0 | sentence_idx: 723507 | align_1: 2-3 | align_2: 3-7 | entity: Happy Library Shelfie Day - none |    Happy Library Shelfie Day ! ||| 幸福 图书馆 “ SHELFIE ” 的 一 天 ！ 

Teshima Teshima非法 | w_freq: 1 - 1 | wiki_freq: 188 - 0 | sentence_idx: 724154 | align_1: 4-2 | align_2: 5-10 | entity: Teshima - none |    In 2005 , Our Teshima Illegal Waste Dump Raw Material Recovery System won the Minister of Economy , Trade and Industry Prize at the Excellent Environmental Equipment Awards . ||| 2005年 ， Teshima非法 废物 转储 原料 回收 系统 （ Teshima Illegal Waste Dump Raw Material Recovery System ） 在 优秀 环境 设备 奖 中 获得 了 经济 ， 贸易 和 工业 部长 奖 。 

Jorgenson 乔根森 | w_freq: 8 - 7 | wiki_freq: 473 - 36 | sentence_idx: 727100 | align_1: 7-5 | align_2: 8-11 | entity: Jan-Peter Jorgenson - 简-彼德 - 乔根森 |    This picture was taken by photographer Jan-Peter Jorgenson while he was on his way to the factory . ||| 本图 由 摄影师 简-彼德 - 乔根森 所 拍摄   ， 当时 他 正在 前往 工厂 的 路上   。 

Madhusudanan 安人 | w_freq: 1 - 15 | wiki_freq: 2 - 705 | sentence_idx: 727668 | align_1: 1-4 | align_2: 2-9 | entity: Madhusudanan - none |    of Madhusudanan , the lord of flourishing world , ||| 母 俞氏 （ 赠 安人 ） ； 继母 翁氏 （ 赠 安人 ） [ 8 ] 。 

etherpad-restore.wikimedia.org etherpad-restore.wikimedia.org | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 727810 | align_1: 5-3 | align_2: 6-8 | entity: none - etherpad-restore.wikimedia.org |    They can be found at etherpad-restore.wikimedia.org for another few days . ||| 它们 可 在 etherpad-restore.wikimedia.org 找到 ， 会 显示 为 另外 几 天 。 

CHICKEN 鸡汤 | w_freq: 2 - 16 | wiki_freq: 15 - 205 | sentence_idx: 728662 | align_1: 3-3 | align_2: 4-11 | entity: WEB CHICKEN - none |    9 - WEB CHICKEN Soup for the Preteen Soul : 101 Stories of Changes , Choices and Growing Up for Kids Ages 9 - 13 ||| 29 . 心灵 鸡汤 ： 纯真 年代 （ 文库版 ） Chicken Soup For The Preteen Soul : 101 Stories Of Changes , Choices , And Growing Up For Kids Ages 9-13 

WEISMAN 魏斯曼 | w_freq: 2 - 3 | wiki_freq: 2 - 26 | sentence_idx: 729368 | align_1: 3-3 | align_2: 4-8 | entity: ALAN WEISMAN - 艾伦 ． 魏斯曼 |    Speaker : ALAN WEISMAN , Author , The World Without Us . ||| 」 艾伦 ． 魏斯曼 （ Alan Weisman ） ， 《 没有 我们 的 世界 》 （ The World without Us ） 作者 

Ivanovitch SergeyIvanovitch | w_freq: 15 - 6 | wiki_freq: 121 - 0 | sentence_idx: 730814 | align_1: 23-19 | align_2: 24-24 | entity: Sergey Ivanovitch - none |    " If you want to hear my confession of faith on the subject , I tell you that in your quarrel with Sergey Ivanovitch I take neither side . ||| “ 如果 你 想 听听 我 对 这个 问题 的 信仰 ， 我 告诉 你 ， 在 你 和 SergeyIvanovitch 的 争吵 中 ， 我 什么 也 不 做 。 

Zotero 毒誓 | w_freq: 1 - 5 | wiki_freq: 110 - 46 | sentence_idx: 734129 | align_1: 6-2 | align_2: 7-12 | entity: Zotero - none |    A lot of people swear by Zotero . ||| 所以 很多 毒誓 ， 都 是 对 天起誓 ， 真的 会 灵验 。 

Zotero 天起誓 | w_freq: 1 - 5 | wiki_freq: 110 - 0 | sentence_idx: 734129 | align_1: 6-7 | align_2: 7-12 | entity: Zotero - none |    A lot of people swear by Zotero . ||| 所以 很多 毒誓 ， 都 是 对 天起誓 ， 真的 会 灵验 。 

ACUMEN ACUMEN | w_freq: 2 - 4 | wiki_freq: 4 - 0 | sentence_idx: 736678 | align_1: 8-11 | align_2: 9-16 | entity: ACUMEN - ACUMEN 劳动力 智能 ( ACUMEN Workforce Intelligence ) 平台 |    Allegis Global Solutions developed its analytics program , ACUMEN Workforce Intelligence , with the goal of understanding three things : How are programs performing ? ||| Allegis Global Solutions 公司 开发 了 一个 分析 项目 ， 即 ACUMEN 劳动力 智能 ( ACUMEN Workforce Intelligence ) 平台 ， 其 目标 是 掌握 三 件 事情 ： 项目 是 如何 执行 的 ? 

Healthcare.gov gov | w_freq: 3 - 16 | wiki_freq: 44 - 30 | sentence_idx: 739087 | align_1: 9-11 | align_2: 10-16 | entity: Healthcare.gov - HealthCare . gov |    " His experience at Microsoft , recent work on Healthcare.gov and work with startups here in Seattle give him a unique perspective for this new role . " ||| “ 他 在 微软 的 经历 ， 最近 在 HealthCare . gov 上 的 工作 ， 以及 在 西雅图 与 创业 公司 合作 ， 为 他 的 这 一 新 角色 提供 了 独特 的 视角 。 

Project-Write Write | w_freq: 1 - 22 | wiki_freq: 8 - 84 | sentence_idx: 742237 | align_1: 25-26 | align_2: 26-31 | entity: Genome Project-Write - none |    And just two years ago , scientists officially announced that they wanted to start to ‘ write ’ new genomes as part of the Genome Project-Write . ||| 而 就 在 2 年前 ， 科学家 正式 宣布 他们 希望 开始 ‘ 编写 ’ 新 的 基因组 作为 基因组 编写 计划 （ Genome Project - Write ） 的 一 环 。 

Janoff Jan | w_freq: 1 - 80 | wiki_freq: 27 - 990 | sentence_idx: 752019 | align_1: 4-6 | align_2: 5-10 | entity: Rob Janoff - none |    However , designer Rob Janoff admitted to a much more prosaic reason behind the decision . ||| 然而 ， 设计师 罗布·亚诺夫 （ Rob Jan of f ） 承认 这 一 决定 背后 有 更为 平淡无奇 的 理由 。 

Hoeven Hoeven | w_freq: 6 - 3 | wiki_freq: 526 - 1 | sentence_idx: 762565 | align_1: 4-9 | align_2: 5-13 | entity: Kati van der Hoeven - none |    Meet Kati van der Hoeven former model and one of the most positive and happy women I know . ||| 来 认识 一下 凯蒂•范德 胡芬 ( Kati van der Hoeven ) ， 她 曾 是 一 名 模特 ， 也 是 我 认识 的 最 积极 、 最 快乐 的 女性 之一 。 

non-Gaussian non-Gaussian | w_freq: 1 - 1 | wiki_freq: 95 - 0 | sentence_idx: 764653 | align_1: 5-4 | align_2: 6-8 | entity: non-Gaussian - none |    It is able to recover non-Gaussian independent signals : ||| 该 方法 能够 恢复 non-Gaussian （ 非高斯 ） 独立 信号 : 

Mandana 曼达娜 | w_freq: 1 - 1 | wiki_freq: 173 - 0 | sentence_idx: 764958 | align_1: 9-11 | align_2: 10-16 | entity: Mandana Arabi - 曼达娜 . 阿拉比 |    VIDEO : 6 April 2011 : UNICEF Nutrition Specialist Mandana Arabi discusses the food crisis in North Korea . ||| 视频 ： 2011年 4月 6日 ： 联合国 儿童 基金会 营养 专家 曼达娜 . 阿拉比 ( Mandana Arabi ) 讨论 朝鲜 的 粮食 危机 。 

AXS AXS | w_freq: 1 - 1 | wiki_freq: 754 - 1 | sentence_idx: 765150 | align_1: 11-8 | align_2: 12-13 | entity: AXS - none |    Tickets go on sale today at 10 am from Ticketmaster and AXS so do n't hang around . ||| 门票 这 日 上午 10点 从 Ticketmaster 和 AXS 入手 下手 出售 ， 因此 不要 闲荡 。 

FFXV FFXV | w_freq: 3 - 3 | wiki_freq: 4 - 3 | sentence_idx: 768689 | align_1: 11-13 | align_2: 12-18 | entity: FFXV - none |    I can not talk about the details , but like “ FFXV , ” I will create a game based on a new world drawn with high quality , high end . ||| “ 我 不 能 谈论 细节   ， 但 就 像 《 FFXV 》 一样   ， 我 将 创造 一 款 基于 全新 世界 的 高 质量 高端 游戏   。 

PIMFA PIMFA | w_freq: 3 - 3 | wiki_freq: 1 - 0 | sentence_idx: 769527 | align_1: 0-0 | align_2: 1-4 | entity: PIMFA - none |    PIMFA calls upon the government , EU member states , and the European Commission and Parliament , to ensure that a proper phase 2 with a minimum transition period , as enshrined in the March 2018 version of the draft Withdrawal Agreement , is retained and not sacrificed in negotiations on the principles of the phase 3 agreement . ||| PIMFA 表示 ， 它 呼吁 政府 ， 欧盟 成员国 以及 欧盟 委员会 和 议会 确保 保留 适用 于 2018年 3月 版本 的 退出 协议 草案 所 规定 的 最 短 过渡期 的 第2 阶段 ， 而 不是 在 关于 第3 阶段 协议 原则 的 谈判 中 牺牲 了 。 

Tawwaab 凯里目 | w_freq: 1 - 2 | wiki_freq: 2 - 0 | sentence_idx: 771787 | align_1: 1-1 | align_2: 2-7 | entity: Tawwaab - 凯里目 |    At Tawwaab is one of the Names of Allah . ||| “ 凯里目 ” （ 尊贵 的 ） 是 真主 的 尊名 之一 。 

Shusterman 劳拉·舒斯特曼 | w_freq: 1 - 1 | wiki_freq: 203 - 0 | sentence_idx: 772441 | align_1: 18-17 | align_2: 19-25 | entity: Laura Shusterman - 劳拉·舒斯特曼 |    But I like to imagine that it was his Jewish mom , or his Jewish wife ( Laura Shusterman , who . ||| 但 我 喜欢 想象 那 是 他 的 犹太 妈妈 ， 或者 他 的 犹太 妻子 （ 劳拉·舒斯特曼 ， 她 自己 是 孩子们 的 妈妈 ， 是 谁 干 的 。 

Rohrabacher Rohrabacher | w_freq: 3 - 2 | wiki_freq: 409 - 6 | sentence_idx: 781835 | align_1: 20-15 | align_2: 21-19 | entity: Rohrabacher - none |    Indeed , the war party policy of antagonizing Russia has caused a great deal of great harm , according to Rohrabacher our rejection of a deal proffered by Putin regarding Syria five years ago has come at the cost of hundreds of thousands of lives and millions of displaced persons . ||| 事实上 ， 对抗 俄罗斯 的 战党 政策 造成 了 很 大 的 伤害 ， 根据 Rohrabacher 的 说法 ， 我们 拒绝 普京 在 五 年前 就 叙利亚 提出 的 一 笔 交易 已经 付出 了 数十万 人 的 生命 和 数以百万计 的 流离失所者 的 代价 。 

Cannae 坎纳 | w_freq: 4 - 3 | wiki_freq: 520 - 33 | sentence_idx: 786557 | align_1: 12-12 | align_2: 13-16 | entity: Cannae - 坎纳  |    His armies are smaller or larger than they should be ; at Cannae his dead outnumber those who could have taken part in the battle.10 There are other incongruities . ||| 他 的 军队 小于 或 大于 他们 应该 有的 规模 ； 在 坎纳   ， 他 的 死亡 人数 超过 了 那些 本 可以 参加 战斗 的 人   。 

Gruene 众体 | w_freq: 1 - 1 | wiki_freq: 103 - 4 | sentence_idx: 787154 | align_1: 5-6 | align_2: 6-11 | entity: Gruene - none |    And the little town of Gruene is one of the best on the list . ||| 」 [ 68 ] 诗 乃 众体 之 精 ， 诗 是 各 文体 中 最 美的 。 

Q-CAT Q-CAT | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 787559 | align_1: 4-4 | align_2: 5-9 | entity: none - “ Q-CAT |    When you use the Q-CAT , it 'll help you to decide when to bring others into the process and what steps need to be taken to help you make better decisions . ||| 当 你 使用 “ Q-CAT ” 体系 的 时候 ， 它 会 帮助 你 决定 何时 让 别人 参与 流程 、 需要 采取 什么 步骤 帮 你 做出 更 好的 决策 。 

Marcal 马卡 | w_freq: 5 - 8 | wiki_freq: 62 - 136 | sentence_idx: 789173 | align_1: 17-14 | align_2: 18-20 | entity: Marcal - 马卡 |    “ Our top priority in the coming days and weeks will be to support our associates at Marcal whose lives will be directly impacted by this disaster . ” ||| 我们 未来 几 天 和 几周 的 首要 任务 将 是 支持 我们 在 马卡 的 同事   ， 他们 的 生活 将 直接 受到 这 场 灾难 的 影响   。 

Marcal 马卡 | w_freq: 5 - 8 | wiki_freq: 62 - 136 | sentence_idx: 789174 | align_1: 17-14 | align_2: 18-21 | entity: Marcal - 马卡 |    “ Our top priority in the coming days and weeks will be to support our associates at Marcal whose lives will be directly impacted by this disaster . ” ||| 我们 未来 几 天 和 几周 的 首要 任务 将 是 支持 我们 在 马卡 的 同事    ， 他们 的 生活 将 直接 受到 这 场 灾难 的 影响   。 

Marcal 马卡 | w_freq: 5 - 8 | wiki_freq: 62 - 136 | sentence_idx: 789175 | align_1: 17-14 | align_2: 18-19 | entity: Marcal - 马卡 |    “ Our top priority in the coming days and weeks will be to support our associates at Marcal whose lives will be directly impacted by this disaster . ” ||| 我们 未来 几 天 和 几周 的 首要 任务 将 是 支持 我们 在 马卡 的 同事  ， 他们 的 生活 将 直接 受到 这 场 灾难 的 影响   。 

alayhis-Salam 麦尔彦章 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 795002 | align_1: 7-5 | align_2: 8-14 | entity: none - 麦尔彦章 |    So ‘ Isa Ibn Maryam ( ‘ alayhis-Salam ) will descend and lead them . ||| 鲁达基 根据 《 古兰经 》 麦尔彦章 第76 节 经文 （ 真主 将 为 遵循 正道者 增加 其 引导 。 

Esper Esper | w_freq: 13 - 4 | wiki_freq: 870 - 7 | sentence_idx: 803320 | align_1: 17-13 | align_2: 18-18 | entity: Mike Esper - Esper |    Engel also said he would send a letter on Tuesday to Pompeo and Secretary of Defense Mike Esper seeking information about the strike that took place in Iraq . ||| 恩格尔 还 表示 ， 他 将 在 周二 致 庞培 和 国防部长 迈克·埃斯佩（Mike Esper ） 来信 ， 以 寻求 有关 在 伊拉克 发生 的 罢工 的 信息 。 

McNear McNear | w_freq: 1 - 2 | wiki_freq: 136 - 0 | sentence_idx: 807422 | align_1: 1-1 | align_2: 2-8 | entity: Howard McNear - none |    Howard McNear as Dr. Dompierre ||| Howard McNear （ 英语 ： Howard McNear ） 饰 Dr . Dompierre 

Kӧstenberger 斯滕贝里耶 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 808482 | align_1: 1-1 | align_2: 2-5 | entity: Kӧstenberger - 斯滕贝里耶 |    As Kӧstenberger points out , “ Jesus ’ ‘ sheep ’ listen to his voice ; he knows them , and they follow him ( 10:3 , 4 , 8 , 14 , 16 ) . ||| 如 斯滕贝里耶 （ Kostenberger ） 指 「 耶稣 的 『 羊 』 听祂 的 声音 ； 祂 认识 他们 ， 他们 跟 从祂 （ 约 10:3,4,8,14,16 ） 。 

Antananarivo—have 塔那那利佛 | w_freq: 2 - 2 | wiki_freq: 0 - 140 | sentence_idx: 810749 | align_1: 6-6 | align_2: 7-11 | entity: Antananarivo—have - 塔那那利佛 |    The residents of urban areas—in particular Antananarivo—have been hardest hit by economic downturns and economic policy shifts . ||| 城区 的 居民 — 特别 是 塔那那利佛 的 城区 居民 — 受到 了 经济 衰退 和 经济 政策 转变 的 打击 。 

Negotiator Negotiator | w_freq: 7 - 1 | wiki_freq: 440 - 1 | sentence_idx: 812010 | align_1: 5-3 | align_2: 6-10 | entity: Another Resource Negotiator - none |    YARN ( Yet Another Resource Negotiator ) , ||| YARN:YET Another Resource Negotiator （ 另 一 种 资源 协调者 ） 

QED QED | w_freq: 2 - 2 | wiki_freq: 770 - 43 | sentence_idx: 814832 | align_1: 4-2 | align_2: 5-6 | entity: QED - none |    It was based on QED but was not an exact re-implementation . ||| 它 基于 QED   ， 但 不是 一个 完全 的 重新 实现    。 

FATCA FATCA | w_freq: 13 - 14 | wiki_freq: 195 - 5 | sentence_idx: 816453 | align_1: 22-17 | align_2: 23-21 | entity: FATCA - none |    Yes , a handful of banks have turned their backs on US citizens , but most offshore banking institutions have complied with FATCA to keep their US clientele . ||| 是的 ， 少数 银行 拒绝 了 美国 公民 ， 但 大多数 离岸 银行 机构 都 遵守 了 FATCA 的 规定 ， 以 保留 其 美国 客户 。 

Stuckey Stuckey | w_freq: 1 - 1 | wiki_freq: 892 - 4 | sentence_idx: 822473 | align_1: 8-9 | align_2: 9-13 | entity: Barb Stuckey - none |    Taste What You ’re Missing , by Barb Stuckey . ||| 《 品尝 你 错过 的 味道 》 by Barb Stuckey （ 推荐 阅读 ） 

Morneau Morneau | w_freq: 4 - 4 | wiki_freq: 577 - 3 | sentence_idx: 825623 | align_1: 5-6 | align_2: 6-10 | entity: Bill Morneau - none |    According to Finance Minister Bill Morneau , this is the single largest investment in investigator-led fundamental research in Canadian history . ||| 据 财政 部长 比尔·莫诺 ( Bill Morneau ) 所 说 ， 这是 加拿大 历史 上 ， 由 研究者 主导 的 基础 研究 中 最 大 的 一 项 投资 。 

Gallat Gallat | w_freq: 2 - 2 | wiki_freq: 8 - 0 | sentence_idx: 828546 | align_1: 4-4 | align_2: 5-10 | entity: Seith " Gallat - none |    Lionel " Seith " Gallat creates 90 % of the art , design and coding . ||| Lionel " Seith " Gallat 是 本 游戏 创造者 ， 负责 90% 的 艺术 、 设计 和 编码 。 

IDPs IDP | w_freq: 10 - 13 | wiki_freq: 801 - 14 | sentence_idx: 828676 | align_1: 8-8 | align_2: 9-12 | entity: IDPs - none |    The Daily Times spoke to a number of IDPs saying they would stay back – either because military operations continued , or they had no money at home . ||| 时代 日报 （ Daily Times ） 采访 数位 IDP ， 这些 人 表示 他们 会 留下 ， 原因 是 军事 活动 仍然 持续 著 ， 或者是 家里 没钱 了 。 

Kahneman 丹尼尔·卡内曼 | w_freq: 10 - 1 | wiki_freq: 595 - 24 | sentence_idx: 829484 | align_1: 5-4 | align_2: 6-11 | entity: Daniel Kahneman - 丹尼尔·卡内曼 |    Maybe Harry could recruit Daniel Kahneman , fake his death , rejuvenate him with the Stone , and put him in charge of inventing better training methods ... ||| 也许 哈利 能 把 丹尼尔·卡内曼 [ 3 ] 给 招募 来 ， 伪造 出 他 的 死亡 ， 用 魔法 石 给 他 重返 青春 ， 然后 让 他 负责 研发 更 好的 训练 方法 ...... 

VDMA VDMA | w_freq: 4 - 5 | wiki_freq: 66 - 24 | sentence_idx: 833578 | align_1: 14-2 | align_2: 15-7 | entity: VDMA Foreign Trade - VDMA 外贸 协会 （ VDMA Foreign Trade |    However , this also has a major drawback , Ulrich Ackermann , Head of VDMA Foreign Trade mentions : " These subsidised or non-market-oriented mechanical engineering companies are increasingly conquering the global export markets including the EU and distorting international competition . " ||| 然而 ， VDMA 外贸 协会 （ VDMA Foreign Trade ） 主席 乌尔里希•阿克曼 ( Ulrich Ackermann ) 提到 ， 这 也 是 一个 大 缺陷 : “ 这些 获得 补贴 或 非 市场化 的 机械 工程 公司 正 日益 征服 包括 欧盟 在内 的 全球 出口 市场 ， 扭曲 国际 竞争 。 

Anmary Anmary | w_freq: 1 - 2 | wiki_freq: 19 - 0 | sentence_idx: 834348 | align_1: 2-2 | align_2: 3-8 | entity: Anmary - none |    Latvia English Anmary " Beautiful Song " — 16 17 ||| 拉脱维亚 英语 Anmary （ 英语 ： Anmary ） " Beautiful Song （ 英语 ： Beautiful Song ） " — 16 17 

VARK vark | w_freq: 2 - 2 | wiki_freq: 21 - 0 | sentence_idx: 834496 | align_1: 8-11 | align_2: 9-16 | entity: VARK - none |    Today , 16 questions like this comprise the VARK questionnaire that Fleming developed to determine someone ’s “ learning style . ” ||| 今天 ， 有 16 个 类似 的 问题 组成 了 “ vark 问卷 ” ， 这个 问卷 是 Fleming 为了 确定 一个 人 的 “ 学习 风格 ” 而 开发 出来 的 。 

CEN CEN | w_freq: 10 - 5 | wiki_freq: 658 - 45 | sentence_idx: 837168 | align_1: 0-0 | align_2: 1-9 | entity: CEN - none |    CEN published European Standard EN 16640 in August 2017 . ||| CEN （ 欧洲 标准 委员会 ） 于 2017年 八月 发布 了 欧洲 标准 EN 16640 。 

Fabbrico Fabbrico | w_freq: 1 - 1 | wiki_freq: 14 - 0 | sentence_idx: 837754 | align_1: 11-13 | align_2: 12-18 | entity: Fabbrico - 法布 理科 ( Fabbrico |    Thanks to this pioneering foresight , besides his company located in Fabbrico , he has created strong trade and industrial relations in several countries . ||| 由于 这 一 开创性 的 远见 ， 除了 其 位于 法布 理科 ( Fabbrico ) 的 公司 以外 ， 他 已 在 几 个 国家 建立 了 强大 的 贸易 和 工业 关系 。 

Tufekci Tufekci | w_freq: 1 - 1 | wiki_freq: 75 - 0 | sentence_idx: 845529 | align_1: 0-0 | align_2: 1-5 | entity: Tufekci - none |    Tufekci : What was the most important role the Internet played in helping people launch the Egyptian revolution in 2011 ? ||| Tufekci （ 以下 简称T ） ： 在 帮助 人们 发起 2011年 的 埃及 革命 中 ， 互联网 所 扮演 的 最 重要 的 角色 是 什么 ？ 

al-Nasaa’i 於穆 | w_freq: 3 - 1 | wiki_freq: 0 - 0 | sentence_idx: 847151 | align_1: 2-0 | align_2: 3-5 | entity: al-Nasaa’i - none |    Narrated by al-Nasaa’i . ||| 於穆 不已 ， 诞兹 柔惠 。 

Isil DAESH | w_freq: 3 - 2 | wiki_freq: 33 - 0 | sentence_idx: 858491 | align_1: 12-15 | align_2: 13-21 | entity: Isil - none |    He warned that the fighting will be " fierce because Daesh [ Isil ] will die to defend their so-called capital " . ||| 这 场 战役 将 会 极其 艰难 ， 因为 『 达 伊 沙 』 （ DAESH ， ISIS 的 阿文 缩写 ） 必将 誓死 防卫 他们 所谓 的 『 首都 』 。 

Qur’an 食经 | w_freq: 172 - 1 | wiki_freq: 541 - 16 | sentence_idx: 860666 | align_1: 6-4 | align_2: 7-9 | entity: Qur’an - none |    This is clearly mentioned in the Qur’an : ||| 这是 在 《 应 食经 》 里面 说到 的 ： 

Garrity Garrity | w_freq: 4 - 5 | wiki_freq: 950 - 5 | sentence_idx: 862143 | align_1: 5-23 | align_2: 6-30 | entity: Lyla Garrity - Garrity |    2006–2009 Friday Night Lights Lyla Garrity Main role ; 50 episodes ||| 2006 – 2009 《 胜利 之 光 （ 英语 ： Friday Night Lights ( TV series ) ） 》 Friday Night Lights Lyla Garrity （ 英语 ： Lyla Garrity ） 主要 角色 ； 50 集 

RoC RoC | w_freq: 1 - 1 | wiki_freq: 72 - 1 | sentence_idx: 864109 | align_1: 7-9 | align_2: 8-14 | entity: RoC - none |    “ Today , we ’re updating the RoC with regard to Adult Only ( AO ) games . ||| “ 如今 ， 我们 对 用户 行为 守则 ( RoC ) 进行 了 更新 ， 增加 了 对 仅 限 成人级 ( AO ) 游戏 的 规定 。 

Sitrick 西特里克 | w_freq: 2 - 1 | wiki_freq: 43 - 4 | sentence_idx: 865340 | align_1: 1-3 | align_2: 2-7 | entity: Sitrick - 西特里克 |    Eventually Sitrick had single-handedly captured 21 enemy soldiers . ||| 最终 ， 根据 西特里克 的 描述 ， 他 单枪匹马 俘获 了 21 名 敌军 士兵 。 

Centineo Centineo | w_freq: 4 - 4 | wiki_freq: 75 - 3 | sentence_idx: 865705 | align_1: 1-3 | align_2: 2-12 | entity: Noah Centineo - none |    Noah Centineo ( To All The Boys I 've Loved Before ) ||| 诺阿圣特尼欧 （ Noah Centineo ） － 《 爱 的 过去 进行式 》 （ To All the Boys I've Loved Before ） 

H-1B2 H-1B2 | w_freq: 2 - 1 | wiki_freq: 0 - 0 | sentence_idx: 867641 | align_1: 0-0 | align_2: 1-8 | entity: none - H-1B2 |    H-1B2 DOD Researcher and Development Project Worker ||| H-1B2 国防部 研究 与 开发 项目 工作者 ( DOD Researcher and Development Project Worker ) 

sadhana 雄安 | w_freq: 2 - 2 | wiki_freq: 305 - 318 | sentence_idx: 873752 | align_1: 4-0 | align_2: 5-5 | entity: none - 雄安 |    This is all that sadhana consists of ; this is the path . ||| 雄安 一 出 ， 真相 大白 ， 这才 是 根本 之 道 。 

FinTech FinTech | w_freq: 17 - 10 | wiki_freq: 367 - 29 | sentence_idx: 874538 | align_1: 15-7 | align_2: 16-12 | entity: FinTech - none |    The two regions in the Baltic have recently spurred quite a bit of interest in FinTech and this new digital architecture . ||| 波罗的海 的 两 个 地区 最近 在 FinTech （ 金融 科技 ） 和 这种 新 的 数字 架构 上 显示 出 相当 多 的 兴趣 。 

