Dhamma Dhamma | w_freq: 49 - 45 | wiki_freq: 1093 - 92 | sentence_idx: 4829 | align_1: 1-0 | align_2: 2-6 | ner_entity: none-Dhamma |    ‘ Dhamma is good , but what is dhamma ? ||| Dhamma [ oder heute Dahrma ] ist gut , aber was ist Dhamma ?
Lanarkshire Lanarkshire | w_freq: 1 - 1 | wiki_freq: 5021 - 636 | sentence_idx: 853913 | align_1: 5-4 | align_2: 6-9 | ner_entity: North Lanarkshire-North Lanarkshire |    Securing the streets of North Lanarkshire is the task of TCA . ||| Die Straßen von North Lanarkshire sicher zu machen , ist die Aufgabe von TCA .

Pallant Pallant | w_freq: 1 - 1 | wiki_freq: 159 - 45 | sentence_idx: 855073 | align_1: 0-0 | align_2: 1-4 | ner_entity: Pallant-Pallant |    Pallant sees five basic ingredients of a conclusion as follows , though these will not always be used in the same conclusion . : ||| Pallant ( 2009 ) sieht fünf grundlegende Zutaten einer Schlussfolgerung wie folgt , obwohl diese nicht immer in der gleichen Schlussfolgerung verwendet werden :

Quran Qur | w_freq: 183 - 81 | wiki_freq: 13254 - 33 | sentence_idx: 855647 | align_1: 7-6 | align_2: 8-10 | ner_entity: Quran-Qur |    This is a true miracle of the Quran because no-one could have known or foreseen such a fact in the 7th century due to the fact that satellites and modern day technology were not available at the time . ||| Dies ist ein wirkliches Wunder des Qur ´ an , denn niemand konnte diese Tatsache im 7.Jahrhundert gewusst oder vorausgesehen haben , weil es zu jener Zeit noch keine Satelliten und moderne Technologien gab .

Restored wiederhergestellt | w_freq: 7 - 210 | wiki_freq: 1407 - 10126 | sentence_idx: 856287 | align_1: 5-7 | align_2: 6-12 | ner_entity: Truth Restored-none |    The material found in Truth Restored was written in 1947 under the title What of the Mormons ? ||| Das Material , dass in Die Wahrheit wiederhergestellt zu finden ist , wurde 1947 geschrieben und zwar unter dem Titel Was über die Mormonen ?

Marta Marta | w_freq: 32 - 32 | wiki_freq: 8420 - 3630 | sentence_idx: 856616 | align_1: 2-2 | align_2: 3-7 | ner_entity: Marta-Marta |    It 's Marta having fun hiding behind a mirror ! ||| Es ist Marta , die Spaß daran hat , sich hinter einem Spiegel zu verstecken !

Tierschutz Tierschutz | w_freq: 2 - 33 | wiki_freq: 18 - 1423 | sentence_idx: 866406 | align_1: 25-21 | align_2: 26-25 | ner_entity: Soko Tierschutz-Soko Tierschutz |    His decision was driven by failures in support from his institution and others in the aftermath of a campaign by the German animal group Soko Tierschutz . ||| Ausschlaggebend für seine Entscheidung waren Misserfolge bei der Unterstützung durch seine Institution und andere nach einer Kampagne der deutschen Tierrechtsgruppe Soko Tierschutz ( SOKO ) .

Lampedusa Lampedusa | w_freq: 27 - 26 | wiki_freq: 524 - 485 | sentence_idx: 872267 | align_1: 9-10 | align_2: 10-14 | ner_entity: Lampedusa-Lampedusa |    We currently have 100 activists from 20 countries on Lampedusa monitoring how many people die every year . ||| Wir sind momentan mit 100 Aktivisten aus 20 Ländern auf Lampedusa , um darauf hinzuweisen , wie viele Menschen jedes Jahr sterben .

HGH HGH | w_freq: 41 - 38 | wiki_freq: 293 - 39 | sentence_idx: 873804 | align_1: 11-15 | align_2: 12-20 | ner_entity: HGH-none |    Remember many athletes spend thousands of dollars every month to inject HGH to improve their performance . ||| Denken Sie daran , dass viele Athleten tausende Dollar jeden Monat ausgeben , um sich HGH spritzen zu lassen , um ihre Leistung zu verbessern .

Verdonk Verdonk | w_freq: 1 - 1 | wiki_freq: 280 - 112 | sentence_idx: 878596 | align_1: 8-5 | align_2: 9-10 | ner_entity: Verdonk-Verdonk |    All of the methods of correction disclosed by Verdonk can be adapted for the present invention . ||| Alle Korrekturverfahren , die von Verdonk offenbart worden sind , können für die vorliegende Erfindung angepaßt werden .

Steinem Steinem | w_freq: 4 - 5 | wiki_freq: 866 - 88 | sentence_idx: 880253 | align_1: 6-5 | align_2: 7-10 | ner_entity: Gloria Steinem-Gloria Steinem |    As she told the writer Gloria Steinem during the 1968 presidential campaign , " I never had time to think about things like that—who I wanted to be , or who I admired , or to have ideas . ||| Als sie erzählte Schriftsteller Gloria Steinem ( Gloria Steinem ) während 1968 Präsidentenkampagne , " Ich hatte nie Zeit , um an Dinge wie das zu denken - wen ich zu wollte sein , oder wen ich bewunderte , oder Ideen zu haben .

Melfi Melfi | w_freq: 3 - 2 | wiki_freq: 852 - 275 | sentence_idx: 884295 | align_1: 6-6 | align_2: 7-12 | ner_entity: Constitutions of Melfi-Melfi |    He also issued the Constitutions of Melfi ( August 1231 ) , as an attempt to solve the political and administrative problems of the country , which had dramatically been shown by the recent war . ||| Er gab auch die Verfassungen von Melfi ( Verfassungen von Melfi ) ( August 1231 ) als ein Versuch aus , die politischen und administrativen Probleme des Landes zu beheben , das durch den neuen Krieg drastisch gezeigt worden war .

Iblìs Iblis | w_freq: 1 - 5 | wiki_freq: 0 - 211 | sentence_idx: 884652 | align_1: 12-11 | align_2: 13-15 | ner_entity: Iblìs-Iblis |    So she was turned out of Paradise , and , consorting with Iblìs , became the mother of devils . ||| So wurde sie aus dem Paradies verwiesen und , zusammen mit Iblis ( Satan ) , zur Mutter der Teufel .

Allah Allah | w_freq: 728 - 635 | wiki_freq: 12189 - 1130 | sentence_idx: 887942 | align_1: 0-0 | align_2: 1-4 | ner_entity: Allah-Allah |    Allah says : “ And no moving creature is there on earth but its provision is due from Allah . ||| Allah ( y ) sagt : Und es gibt kein Tier auf der Erde , ohne dass Allah sein Unterhalt obläge .

Petition Petition | w_freq: 17 - 131 | wiki_freq: 1993 - 4214 | sentence_idx: 891163 | align_1: 5-8 | align_2: 6-13 | ner_entity: none-Petition |    The problems I portrayed in Petition are big problems facing Chinese society , problems that will have to be solved in the near future . ||| Die Probleme , die ich im Film “ Petition ” gezeigt habe , sind große Probleme der chinesischen Gesellschaft , die in der näheren Zukunft gelöst werden müssen .

Pantocrator Pantokrator | w_freq: 1 - 1 | wiki_freq: 263 - 258 | sentence_idx: 892670 | align_1: 12-15 | align_2: 13-19 | ner_entity: Pantocrator-none |    The Son , who made himself Servant , is Lord , the Pantocrator . ||| Der Sohn , der sich zum Diener gemacht hat , ist der Herr , der Pantokrator ( Allherrscher ) .

Imam Imam | w_freq: 55 - 66 | wiki_freq: 12974 - 2366 | sentence_idx: 894482 | align_1: 1-0 | align_2: 2-5 | ner_entity: none-Imam |    The Imam answered : " This is a gift ( ‘ atiyyah ) from Allah ; therefore , do name him ‘ Atiyyah . " ||| Imam Ali ( a. ) antwortete : " Er ist ein Geschenk [ atiyya ] von Gott " , daher nenne ihn Atiyya . "

Yugoslavs Jugoslawen | w_freq: 4 - 5 | wiki_freq: 821 - 1384 | sentence_idx: 895355 | align_1: 11-14 | align_2: 12-19 | ner_entity: Yugoslavs-none |    People who identify with the former Yugoslav state may self-identify as Yugoslavs . ||| Leute , die sich mit dem ehemaligen jugoslawischen Staat identifizieren , können sich als Jugoslawen ( Jugoslawen ) selbstidentifizieren .

Pharaoh Pharao | w_freq: 384 - 332 | wiki_freq: 5590 - 2745 | sentence_idx: 895462 | align_1: 4-4 | align_2: 5-9 | ner_entity: Pharaoh-Pharao |    But then comes a Pharaoh that knew not Joseph . ||| Doch dann kam ein Pharao an die Macht , der Joseph nicht kannte .

shit Sch | w_freq: 131 - 8 | wiki_freq: 4782 - 324 | sentence_idx: 897666 | align_1: 6-6 | align_2: 7-11 | ner_entity: none-Sch |    15 solid seconds of ' holy shit this is happening . " ||| 15 lange Sekunden von ‚ heilige Sch * * * , das passiert hier gerade wirklich ‘ . “

Hawthorne Hawthorne | w_freq: 5 - 5 | wiki_freq: 7511 - 1077 | sentence_idx: 897794 | align_1: 17-19 | align_2: 18-24 | ner_entity: Nathaniel Hawthorne-Nathaniel Hawthorne |    He is and always will be no less a national treasure than his 19th-century precursor , Nathaniel Hawthorne . ” ||| Er ist und wird immer nicht weniger ein nationaler Schatz sein als sein Vorgänger des 19. Jahrhunderts , Nathaniel Hawthorne ( Nathaniel Hawthorne ) . "

Miriam Miriam | w_freq: 35 - 25 | wiki_freq: 10082 - 3256 | sentence_idx: 904087 | align_1: 11-13 | align_2: 12-18 | ner_entity: Beth Miriam-Beth Miriam |    She mentioned that we have houses of charity , called Beth Miriam in which we offer food to the poor . ||| Sie erwähnte , dass wir Häuser der Nächstenliebe haben , die " Beth Miriam " genannt werden , in denen wir den Armen Nahrung anbieten .

Mechanism Mechanismus | w_freq: 37 - 395 | wiki_freq: 6741 - 5483 | sentence_idx: 907283 | align_1: 10-9 | align_2: 11-13 | ner_entity: Temporary International Mechanism-Vorläufigen Internationalen Mechanismus |    The Quartet commended the excellent work of the Temporary International Mechanism and endorsed its extension for three months from July until September 2007 . ||| Das Quartett würdigte die ausgezeichnete Arbeit des Vorläufigen Internationalen Mechanismus ( TIM ) und billigte seine Verlängerung um drei Monate von Juli bis September 2007.

Sondland Sondland | w_freq: 1 - 1 | wiki_freq: 245 - 86 | sentence_idx: 907971 | align_1: 7-8 | align_2: 8-13 | ner_entity: Sondland-Sondland |    " This alleged discussion recalled by Ambassador Sondland never happened . " ||| " Diese angebliche Diskussion , die von Botschafter Sondland angeführt wurde , fand nie statt " .

Ukrainians Ukrainern | w_freq: 125 - 15 | wiki_freq: 7153 - 648 | sentence_idx: 918595 | align_1: 3-3 | align_2: 4-8 | ner_entity: Ukrainians-none |    “ Millions of Ukrainians living abroad , especially in Russia and Donbass , have been denied their basic civil right to vote in the coming presidential elections in March 2019 . ||| " Millionen von Ukrainern , die im Ausland leben , insbesondere in Russland und Donbass , haben bei den kommenden Präsidentschaftswahlen im März 2019 ihr ziviles Grundrecht verweigert .

Gable Gable | w_freq: 4 - 5 | wiki_freq: 3539 - 705 | sentence_idx: 921230 | align_1: 24-26 | align_2: 25-31 | ner_entity: Clark Gable-Clark Gable |    He became active in both society and politics , but Crawford was far more interested in her career and had an affair with Clark Gable . ||| Er wurde aktiv sowohl in der Gesellschaft als auch in Politik , aber Crawford interessierte sich viel mehr für ihre Karriere und hatte Angelegenheit mit Clark Gable ( Clark Gable ) .

Kristof Kristof | w_freq: 5 - 6 | wiki_freq: 793 - 293 | sentence_idx: 923549 | align_1: 5-6 | align_2: 6-12 | ner_entity: Kristof-Kristof |    In another essay by Mr. Kristof called “ Do You Care More About a Dog Than a Refugee ? ” ||| In einem anderen Essay von Herrn Kristof , der sich mit dem Titel " Kümmertest du dich mehr um einen Hund als ein Flüchtling ? "

Musa Mose | w_freq: 93 - 548 | wiki_freq: 11287 - 3240 | sentence_idx: 923741 | align_1: 4-5 | align_2: 5-11 | ner_entity: Musa-Mose |    The message to Imam Musa is clear : that he is a marked man . ||| und ihre Zurückführung bis auf Mose ( Abot I 1 ) ist eine durchaus erklärliche

Q60:10 Kafir | w_freq: 1 - 5 | wiki_freq: 0 - 27 | sentence_idx: 928846 | align_1: 0-3 | align_2: 1-12 | ner_entity: none-Kafir |    Q60:10 When believing women come to you , test their faith . ||| 8 Scheidung vom Kafir 60:10. O ihr , die ihr glaubt , wenn gläubige Frauen als Flüchtlinge zu euch kommen , so prüft sie .

cp1160 CP1160 | w_freq: 1 - 1 | wiki_freq: 0 - 0 | sentence_idx: 933721 | align_1: 8-5 | align_2: 9-10 | ner_entity: none-CP1160 |    The first thing that strikes you about the cp1160 is its size . ||| Das Erste , was am CP1160 ins Auge fällt , ist seine Größe .

Jaisalmer Jaisalmer | w_freq: 2 - 3 | wiki_freq: 842 - 88 | sentence_idx: 935922 | align_1: 8-8 | align_2: 9-13 | ner_entity: Jaisalmer-Jaisalmer |    There are two other airports in Kota and Jaisalmer , but are not open for commercial / civilian flights . ||| Es gibt zwei andere Flughäfen in Kota und Jaisalmer ( Jaisalmer Flughafen ) , aber ist für kommerzielle / zivile Flüge noch nicht offen .

Shasta Shasta | w_freq: 6 - 6 | wiki_freq: 3347 - 288 | sentence_idx: 939811 | align_1: 0-0 | align_2: 1-4 | ner_entity: none-Shasta |    Shasta to see if the Lord would show or tell me more of what was going to happen . ||| Shasta zu gehen , um zu sehen , ob der Herr mir mehr darüber zeigen oder sagen würde , was geschehen würde .

Sticks Sticks | w_freq: 3 - 4 | wiki_freq: 2140 - 337 | sentence_idx: 940447 | align_1: 9-7 | align_2: 10-11 | ner_entity: Talking Sticks-none |    One of these is the promotion of using Talking Sticks which he apparently introduces as more or less generically indigenous . ||| Eines davon ist der Einsatz von Talking Sticks bzw. Redestäben , die er offenbar als mehr oder weniger generisch indigen einführt .

Blueprint Blueprint | w_freq: 15 - 16 | wiki_freq: 1688 - 194 | sentence_idx: 943807 | align_1: 9-7 | align_2: 10-12 | ner_entity: Blueprint-Blueprint |    That 's why , in 2015 , we launched Blueprint – a free global education and certification programme , available in 15 languages . ||| Deshalb haben wir 2015 das Projekt „ Blueprint “ ins Leben gerufen – ein kostenloses und globales Bildungs- und Zertifizierungsprogramm , das in 15 Sprachen verfügbar ist .

Infront Infront | w_freq: 2 - 2 | wiki_freq: 57 - 79 | sentence_idx: 946717 | align_1: 9-8 | align_2: 10-12 | ner_entity: Infront-Infront |    Financial professionals across Europe and South Africa rely on Infront for flexible financial market solutions . ||| Finanzfachleute in ganz Europa und Südafrika vertrauen auf Infront , wenn es um flexible Finanzmarktlösungen geht .

Nico Nico | w_freq: 41 - 39 | wiki_freq: 8721 - 4274 | sentence_idx: 950582 | align_1: 14-12 | align_2: 15-17 | ner_entity: Nico-Nico |    Although he knew about the children 's problems , in particular the difficulties with Nico , the applicants made a quite positive impression on him . ||| Obwohl ihm die Probleme der Kinder - und insbesondere die Schwierigkeiten mit Nico - bekannt geworden waren , habe er einen recht positiven Eindruck von den Beschwerdeführern gehabt .

Elijah Elijah | w_freq: 72 - 21 | wiki_freq: 9618 - 995 | sentence_idx: 951665 | align_1: 16-16 | align_2: 17-21 | ner_entity: Elijah-Elijah |    Staple reveals that she has been given three days to persuade David , Kevin , and Elijah that they are " normal " people who simply believe they have super powers . ||| Staple offenbart , dass ihr drei Tage Zeit gegeben wurde , um David , Kevin und Elijah davon zu überzeugen , dass sie " normale " Menschen sind , die einfach glauben , dass sie Supermächte haben .

Cultura Cultura | w_freq: 6 - 6 | wiki_freq: 2631 - 784 | sentence_idx: 952403 | align_1: 13-11 | align_2: 14-20 | ner_entity: Ecologia , Economia e Cultura-Ecologia , Economia e Cultura |    In the text below , taken from the book Ecologia , Economia e Cultura ( 2005 ) , they describe what is learnt from the elders in their community . ||| Im folgenden Text aus dem Buch “ Ecologia , Economia e Cultura ” ( Ökologie , Ökonomie und Kultur ) aus dem Jahr 2005 beschreiben sie , was sie von den Älteren der Gemeinschaft lernen .

Sserys deinem | w_freq: 1 - 1681 | wiki_freq: 0 - 894 | sentence_idx: 956440 | align_1: 5-8 | align_2: 6-17 | ner_entity: Sserys-none |    Ask him what became of Sserys if you are so inclined . ” ||| Frage dich auch , wie du ( in deinem Drehbuch ) gerne wärst ( gewesen wärst , wenn das Leben nicht dazwischen gefunkt hätte ) ?

Cacheiras Cacheiras | w_freq: 1 - 2 | wiki_freq: 4 - 0 | sentence_idx: 962913 | align_1: 10-9 | align_2: 11-15 | ner_entity: Battle of Cacheiras-von Cacheiras |    Solís and his forces were defeated at the Battle of Cacheiras , 23 April 1846 , and the survivors , including Solís himself , were shot . ||| Solís und seine Kräfte wurden in der Schlacht von Cacheiras ( Kampf von Cacheiras ) , am 23. April 1846 vereitelt , und die Überlebenden , einschließlich Solís selbst , wurden geschossen .

Chulin Chulin | w_freq: 2 - 2 | wiki_freq: 52 - 3 | sentence_idx: 964872 | align_1: 4-4 | align_2: 5-8 | ner_entity: Chulin 4a-Chulin |    For example , in Chulin 4a , he comments about a phrase : " We do not read this . ||| Zum Beispiel , in Chulin ( Kodashim ) 4a , kommentiert er über einen Ausdruck , " Wir lesen das nicht .

Mooney Mooney | w_freq: 7 - 8 | wiki_freq: 5872 - 680 | sentence_idx: 966052 | align_1: 3-2 | align_2: 4-6 | ner_entity: James Mooney-James Mooney |    According to James Mooney , the name " can not be analyzed " and its meaning is lost . ||| Gemäß James Mooney ( James Mooney ) kann der Name " nicht analysiert werden " , und seine Bedeutung wird verloren .

Allah Allahs | w_freq: 728 - 112 | wiki_freq: 12189 - 337 | sentence_idx: 966679 | align_1: 15-11 | align_2: 16-15 | ner_entity: Allah-Allahs |    106And the others , they are the ones who are left to the command of Allah . ||| 106Und ( wieder ) andere werden zurückgestellt , bis die Anordnung Allahs ( ergeht ) .

Labs Labs | w_freq: 60 - 73 | wiki_freq: 10794 - 1384 | sentence_idx: 966813 | align_1: 11-10 | align_2: 12-15 | ner_entity: CTS Labs-CTS Labs |    We have just received a report from a company called CTS Labs claiming there are potential security vulnerabilities related to certain of our processors . ||| Wir haben soeben einen Bericht von einem Unternehmen namens CTS Labs erhalten , in dem behauptet wird , dass es potenzielle Sicherheitslücken in Bezug auf bestimmte Prozessoren von uns gibt .

COP21 COP21 | w_freq: 16 - 13 | wiki_freq: 217 - 16 | sentence_idx: 975097 | align_1: 4-3 | align_2: 5-8 | ner_entity: COP21 Leaders Event-COP21 |    Jean-Claude Juncker at the COP21 Leaders Event - A climate agreement here and now in Paris ||| Jean-Claude Juncker beim COP21 Treffen der Staats- und Regierungschefs - Ein Klimaschutzübereinkommen jetzt und hier in Paris

HBV HBV | w_freq: 5 - 4 | wiki_freq: 615 - 311 | sentence_idx: 977390 | align_1: 5-6 | align_2: 6-11 | ner_entity: HBV-HBV |    Some reactions possibly associated with HBV have not been proven , including : ||| Einige Reaktionen , die möglicherweise mit HBV in Zusammenhang stehen , wurden nicht nachgewiesen , darunter :

Laden Laden | w_freq: 89 - 348 | wiki_freq: 7412 - 6879 | sentence_idx: 978293 | align_1: 7-5 | align_2: 8-9 | ner_entity: Hamza bin Laden-Hamza bin Laden |    And then I also wanted Hamza bin Laden because he ’s a young man , around 30 , looks just like his father . ||| Ich wollte auch Hamza bin Laden [ toeten ] weil er ein junger Mann ist , etwa 30 Jahre alt , er sieht wie sein Vater aus .

Danger Danger | w_freq: 31 - 10 | wiki_freq: 8300 - 965 | sentence_idx: 985816 | align_1: 23-21 | align_2: 24-25 | ner_entity: Mr Danger-Mr. Danger |    Only he has had the guts to describe the United States as a source of terrorism and Bush as Senor Peligro ( Mr Danger ) . ||| Nur er hatte den Mut , die Vereinigten Staaten als die Ursache des Terrorismus und Bush als Senor Peligro ( Mr. Danger , d.h. Gefahr ) zu bezeichnen .

Gazeta Gazeta | w_freq: 2 - 3 | wiki_freq: 2616 - 541 | sentence_idx: 987329 | align_1: 11-10 | align_2: 12-15 | ner_entity: Rossiyskaya Gazeta-Rossiyskaya Gazeta |    The change was originally published on 6 January 1992 ( Rossiyskaya Gazeta ) . ||| Änderung war ursprünglich veröffentlicht am 6. Januar 1992 ( Rossiyskaya Gazeta ( Rossiyskaya Gazeta ) ) .

Aiders Helfer | w_freq: 1 - 166 | wiki_freq: 19 - 6444 | sentence_idx: 988090 | align_1: 1-2 | align_2: 2-8 | ner_entity: First Aiders-die Ersten Helfer |    First Aiders ( 1944 , in a Pluto short ) ||| die Ersten Helfer ( Die ersten Helfer ) ( 1944 , in einem Pluto kurz )

Gor Gor | w_freq: 26 - 21 | wiki_freq: 1212 - 216 | sentence_idx: 989290 | align_1: 10-9 | align_2: 11-14 | ner_entity: Gor-Gor |    We must also consider the barbarian cultures outside of civilized Gor as they do not have a caste system . ||| Wir müssen auch die barbarischen Kulturen außerhalb des zivilisierten Gor in Betracht ziehen , da sie ebenfalls kein Kasten-System besitzen .

Calendar Kalender | w_freq: 56 - 262 | wiki_freq: 10401 - 7724 | sentence_idx: 990196 | align_1: 9-9 | align_2: 10-13 | ner_entity: Google Calendar-Google Kalender |    Some have even started scheduling practice time through Google Calendar and have sent me recordings through the Google Classroom we ’ve set up . ||| Einige haben sogar angefangen , die Übungszeit über Google Kalender zu planen , und haben mir Aufzeichnungen über den von uns eingerichteten Google-Klassenzimmer gesendet .

Musa Moses | w_freq: 93 - 713 | wiki_freq: 11287 - 8409 | sentence_idx: 992456 | align_1: 8-8 | align_2: 9-12 | ner_entity: Musa-Moses |    This bewildered them much , but Allah commanded Musa to enter the river without fear . ||| Das verwirrte sie sehr , aber Allah befahl Moses ( a. ) , in den Fluss zu gehen ohne Furcht .

Gaia Gaia | w_freq: 207 - 167 | wiki_freq: 4660 - 1629 | sentence_idx: 994645 | align_1: 4-3 | align_2: 5-8 | ner_entity: Gaia-Gaia |    What is happening on Gaia is indeed a miracle . ||| Was da auf Gaia vor sich geht , ist in der Tat ein Wunder .

Moosa Moses | w_freq: 5 - 713 | wiki_freq: 974 - 8409 | sentence_idx: 996534 | align_1: 11-11 | align_2: 12-20 | ner_entity: Moosa-Moses |    By the One in Whose hand is my soul , if Moosa were alive , he would have no option but to follow me . ””[36 ] ||| Bei Dem , in Dessen Hand meine Seele ist , wenn Moses , ( Frieden mit ihm ) , leben würde , so würde er nur mir folgen .

Conflict Darfur-Konflikt | w_freq: 84 - 1 | wiki_freq: 10393 - 94 | sentence_idx: 998090 | align_1: 7-4 | align_2: 8-10 | ner_entity: Darfur Conflict-none |    While this initiative focused on the Darfur Conflict , the Museum wishes to broaden its scope to all human rights violations . ||| Während sich diese Initiative Darfur-Konflikt ( Darfur Konflikt ) konzentriert , Museum sein Spielraum zu allen Menschenrechtsverletzungen verbreitern möchte .

